District ID,District Name,School ID,School Name,Domain,School Year,Number of Students Tested,level1,level2,level3
93,New Haven School District,46,East Rock Community Magnet School,Creative / Aesthetic,2010-11,49,30.6,51,18.4
93,New Haven School District,12,Edgewood School,Creative / Aesthetic,2010-11,51,9.8,27.5,62.7
93,New Haven School District,16,Fair Haven School,Creative / Aesthetic,2010-11,45,11.1,68.9,20
93,New Haven School District,7,Hill Central Music Academy,Creative / Aesthetic,2010-11,49,0,2,98
93,New Haven School District,13,John C. Daniels,Creative / Aesthetic,2010-11,48,4.2,70.8,25
93,New Haven School District,8,John S. Martinez School,Creative / Aesthetic,2010-11,49,20.4,53.1,26.5
93,New Haven School District,30,King/Robinson Magnet School,Creative / Aesthetic,2010-11,52,9.6,38.5,51.9
93,New Haven School District,20,Lincoln-Bassett School,Creative / Aesthetic,2010-11,34,8.8,67.6,23.5
93,New Haven School District,19,Mauro-Sheridan Magnet School,Creative / Aesthetic,2010-11,48,0,50,50
93,New Haven School District,49,Microsociety Magnet School,Creative / Aesthetic,2010-11,28,14.3,75,10.7
93,New Haven School District,14,Nathan Hale School,Creative / Aesthetic,2010-11,50,24,6,70
93,New Haven School District,10,Ross/Woodward School,Creative / Aesthetic,2010-11,47,17,36.2,46.8
93,New Haven School District,28,Strong School KG,Creative / Aesthetic,2010-11,240,25.8,32.5,41.7
93,New Haven School District,29,Truman School,Creative / Aesthetic,2010-11,51,0,19.6,80.4
93,New Haven School District,32,Wexler/Grant Community School,Creative / Aesthetic,2010-11,47,14.9,48.9,36.2
93,New Haven School District,38,Worthington Hooker School,Creative / Aesthetic,2010-11,52,0,84.6,15.4
95,New London School District,2,Harbor School,Creative / Aesthetic,2010-11,38,5.3,2.6,92.1
95,New London School District,3,Jennings School,Creative / Aesthetic,2010-11,75,1.3,33.3,65.3
95,New London School District,9,Nathan Hale School,Creative / Aesthetic,2010-11,35,0,17.1,82.9
95,New London School District,5,Shoreline Academy,Creative / Aesthetic,2010-11,23,4.3,78.3,17.4
95,New London School District,8,Winthrop School,Creative / Aesthetic,2010-11,24,16.7,8.3,75
96,New Milford School District,5,Hill And Plain School,Creative / Aesthetic,2010-11,110,2.7,30,67.3
96,New Milford School District,7,John Pettibone School,Creative / Aesthetic,2010-11,104,0,48.1,51.9
96,New Milford School District,8,Northville Elementary School,Creative / Aesthetic,2010-11,110,2.7,28.2,69.1
94,Newington School District,6,Anna Reynolds School,Creative / Aesthetic,2010-11,76,0,43.4,56.6
94,Newington School District,2,Elizabeth Green School,Creative / Aesthetic,2010-11,48,27.1,41.7,31.3
94,Newington School District,8,John Paterson School,Creative / Aesthetic,2010-11,85,8.2,44.7,47.1
94,Newington School District,7,Ruth Chaffee School,Creative / Aesthetic,2010-11,71,11.3,49.3,39.4
97,Newtown School District,1,Hawley Elementary School,Creative / Aesthetic,2010-11,70,4.3,21.4,74.3
97,Newtown School District,4,Head O'Meadow Elementary School,Creative / Aesthetic,2010-11,58,0,5.2,94.8
97,Newtown School District,3,Middle Gate Elementary School,Creative / Aesthetic,2010-11,95,2.1,14.7,83.2
97,Newtown School District,2,Sandy Hook Elementary School,Creative / Aesthetic,2010-11,89,5.6,34.8,59.6
98,Norfolk School District,1,Botelle Elementary School,Creative / Aesthetic,2010-11,15,6.7,80,13.3
98,Norfolk School District,92,Bridges II,Creative / Aesthetic,2010-11,1,100,0,0
99,North Branford School District,4,Jerome Harrison School,Creative / Aesthetic,2010-11,137,8,27,65
100,North Canaan School District,1,North Canaan Elementary School,Creative / Aesthetic,2010-11,37,2.7,40.5,56.8
101,North Haven School District,8,Clintonville Elementary School,Creative / Aesthetic,2010-11,55,1.8,9.1,89.1
101,North Haven School District,7,Green Acres Elementary School,Creative / Aesthetic,2010-11,53,5.7,35.8,58.5
101,North Haven School District,2,Montowese Elementary School,Creative / Aesthetic,2010-11,49,6.1,24.5,69.4
101,North Haven School District,3,Ridge Road Elementary School,Creative / Aesthetic,2010-11,61,3.3,45.9,50.8
102,North Stonington School District,1,North Stonington Elementary School,Creative / Aesthetic,2010-11,61,0,1.6,98.4
103,Norwalk School District,2,Brookside Elementary School,Creative / Aesthetic,2010-11,69,11.6,23.2,65.2
103,Norwalk School District,3,Columbus Magnet School,Creative / Aesthetic,2010-11,43,41.9,14,44.2
103,Norwalk School District,4,Cranbury Elementary School,Creative / Aesthetic,2010-11,82,6.1,29.3,64.6
103,Norwalk School District,20,Fox Run Elementary School,Creative / Aesthetic,2010-11,86,15.1,61.6,23.3
103,Norwalk School District,7,Jefferson Magnet School,Creative / Aesthetic,2010-11,100,8,37,55
103,Norwalk School District,8,Kendall Elementary School,Creative / Aesthetic,2010-11,88,4.5,76.1,19.3
103,Norwalk School District,22,Marvin Elementary School,Creative / Aesthetic,2010-11,83,4.8,24.1,71.1
103,Norwalk School District,21,Naramake Elementary School,Creative / Aesthetic,2010-11,80,21.3,65,13.8
103,Norwalk School District,13,Rowayton School,Creative / Aesthetic,2010-11,83,4.8,41,54.2
103,Norwalk School District,23,Silvermine Elementary School,Creative / Aesthetic,2010-11,74,18.9,50,31.1
103,Norwalk School District,14,Tracey School,Creative / Aesthetic,2010-11,72,9.7,40.3,50
103,Norwalk School District,24,Wolfpit School,Creative / Aesthetic,2010-11,57,7,19.3,73.7
104,Norwich School District,14,John B. Stanton School,Creative / Aesthetic,2010-11,36,44.4,47.2,8.3
104,Norwich School District,20,John M. Moriarty School,Creative / Aesthetic,2010-11,86,7,36,57
104,Norwich School District,8,Samuel Huntington School,Creative / Aesthetic,2010-11,53,24.5,45.3,30.2
104,Norwich School District,17,Thomas W. Mahan School,Creative / Aesthetic,2010-11,40,22.5,60,17.5
104,Norwich School District,19,Uncas School,Creative / Aesthetic,2010-11,48,72.9,25,2.1
104,Norwich School District,18,Veterans' Memorial School,Creative / Aesthetic,2010-11,56,21.4,26.8,51.8
104,Norwich School District,15,Wequonnoc School,Creative / Aesthetic,2010-11,32,21.9,43.8,34.4
106,Old Saybrook School District,2,Kathleen E. Goodwin School,Creative / Aesthetic,2010-11,81,4.9,28.4,66.7
107,Orange School District,2,Mary L. Tracy School,Creative / Aesthetic,2010-11,150,3.3,11.3,85.3
108,Oxford School District,3,Quaker Farms School,Creative / Aesthetic,2010-11,155,3.9,5.2,91
109,Plainfield School District,1,Moosup Elementary School,Creative / Aesthetic,2010-11,76,59.2,35.5,5.3
109,Plainfield School District,4,Shepard Hill Elementary School,Creative / Aesthetic,2010-11,83,13.3,73.5,13.3
110,Plainville School District,4,Frank T. Wheeler School,Creative / Aesthetic,2010-11,33,3,51.5,45.5
110,Plainville School District,2,Linden Street School,Creative / Aesthetic,2010-11,70,12.9,48.6,38.6
110,Plainville School District,5,Louis Toffolon School,Creative / Aesthetic,2010-11,49,14.3,79.6,6.1
111,Plymouth School District,4,Harry S. Fisher Elementary School,Creative / Aesthetic,2010-11,53,3.8,17,79.2
111,Plymouth School District,2,Plymouth Center School,Creative / Aesthetic,2010-11,46,0,69.6,30.4
112,Pomfret School District,1,Pomfret Community School,Creative / Aesthetic,2010-11,47,12.8,44.7,42.6
113,Portland School District,2,Valley View School,Creative / Aesthetic,2010-11,112,5.4,37.5,57.1
114,Preston School District,4,Preston Veterans' Memorial School,Creative / Aesthetic,2010-11,31,3.2,25.8,71
116,Putnam School District,3,Putnam Elementary School,Creative / Aesthetic,2010-11,92,14.1,29.3,56.5
117,Redding School District,1,Redding Elementary School,Creative / Aesthetic,2010-11,97,7.2,48.5,44.3
206,Regional School District 06,1,Goshen Center School,Creative / Aesthetic,2010-11,22,0,9.1,90.9
206,Regional School District 06,2,James Morris School,Creative / Aesthetic,2010-11,22,0,9.1,90.9
206,Regional School District 06,3,Warren Elementary School,Creative / Aesthetic,2010-11,17,0,70.6,29.4
210,Regional School District 10,3,Harwinton Consolidated School,Creative / Aesthetic,2010-11,81,1.2,13.6,85.2
210,Regional School District 10,2,Lake Garda Elementary School,Creative / Aesthetic,2010-11,91,30.8,58.2,11
212,Regional School District 12,2,Booth Free School,Creative / Aesthetic,2010-11,13,7.7,15.4,76.9
212,Regional School District 12,1,The Burnham School,Creative / Aesthetic,2010-11,12,8.3,83.3,8.3
212,Regional School District 12,4,Washington Primary School,Creative / Aesthetic,2010-11,20,5,85,10
213,Regional School District 13,1,Frederick Brewster School,Creative / Aesthetic,2010-11,69,0,11.6,88.4
213,Regional School District 13,5,John Lyman School,Creative / Aesthetic,2010-11,55,1.8,21.8,76.4
214,Regional School District 14,1,Bethlehem Elementary School,Creative / Aesthetic,2010-11,118,17.8,42.4,39.8
215,Regional School District 15,4,Gainfield Elementary School,Creative / Aesthetic,2010-11,60,1.7,31.7,66.7
215,Regional School District 15,7,Long Meadow Elementary School,Creative / Aesthetic,2010-11,78,3.8,25.6,70.5
215,Regional School District 15,6,Middlebury Elementary School,Creative / Aesthetic,2010-11,65,7.7,58.5,33.8
215,Regional School District 15,5,Pomperaug School,Creative / Aesthetic,2010-11,56,5.4,12.5,82.1
216,Regional School District 16,3,Algonquin School,Creative / Aesthetic,2010-11,118,5.9,37.3,56.8
216,Regional School District 16,1,Laurel Ledge School,Creative / Aesthetic,2010-11,68,4.4,60.3,35.3
217,Regional School District 17,2,Burr District Elementary School,Creative / Aesthetic,2010-11,55,9.1,47.3,43.6
217,Regional School District 17,1,Haddam Elementary School,Creative / Aesthetic,2010-11,53,3.8,56.6,39.6
217,Regional School District 17,3,Killingworth Elementary School,Creative / Aesthetic,2010-11,80,1.3,0,98.8
218,Regional School District 18,1,Lyme Consolidated School,Creative / Aesthetic,2010-11,20,5,50,45
218,Regional School District 18,2,Mile Creek School,Creative / Aesthetic,2010-11,80,3.8,20,76.3
118,Ridgefield School District,8,Barlow Mountain Elementary School,Creative / Aesthetic,2010-11,66,9.1,9.1,81.8
118,Ridgefield School District,6,Branchville Elementary School,Creative / Aesthetic,2010-11,76,1.3,5.3,93.4
118,Ridgefield School District,4,Farmingville Elementary School,Creative / Aesthetic,2010-11,47,0,4.3,95.7
118,Ridgefield School District,3,Ridgebury Elementary School,Creative / Aesthetic,2010-11,53,3.8,39.6,56.6
118,Ridgefield School District,5,Scotland Elementary School,Creative / Aesthetic,2010-11,56,0,5.4,94.6
118,Ridgefield School District,2,Veterans Park Elementary School,Creative / Aesthetic,2010-11,51,0,15.7,84.3
119,Rocky Hill School District,2,Dr. Oran A. Moser School,Creative / Aesthetic,2010-11,28,0,0,100
119,Rocky Hill School District,4,Myrtle H. Stevens School,Creative / Aesthetic,2010-11,43,4.7,27.9,67.4
119,Rocky Hill School District,5,West Hill School,Creative / Aesthetic,2010-11,85,1.2,44.7,54.1
121,Salem School District,1,Salem Elementary School,Creative / Aesthetic,2010-11,51,0,2,98
122,Salisbury School District,1,Salisbury Central School,Creative / Aesthetic,2010-11,25,0,8,92
123,Scotland School District,1,Scotland Elementary School,Creative / Aesthetic,2010-11,20,5,25,70
124,Seymour School District,3,Anna L. Lopresti School,Creative / Aesthetic,2010-11,57,15.8,35.1,49.1
124,Seymour School District,1,Bungay School,Creative / Aesthetic,2010-11,71,5.6,25.4,69
124,Seymour School District,4,Paul Chatfield School,Creative / Aesthetic,2010-11,43,4.7,55.8,39.5
125,Sharon School District,1,Sharon Center School,Creative / Aesthetic,2010-11,17,11.8,82.4,5.9
126,Shelton School District,10,Booth Hill School,Creative / Aesthetic,2010-11,65,52.3,21.5,26.2
126,Shelton School District,5,Elizabeth Shelton School,Creative / Aesthetic,2010-11,76,10.5,80.3,9.2
126,Shelton School District,8,Long Hill School,Creative / Aesthetic,2010-11,60,10,28.3,61.7
126,Shelton School District,9,Mohegan School,Creative / Aesthetic,2010-11,62,4.8,82.3,12.9
126,Shelton School District,6,Sunnyside School,Creative / Aesthetic,2010-11,50,4,28,68
127,Sherman School District,1,Sherman School,Creative / Aesthetic,2010-11,29,0,0,100
270,Side By Side Community School District,1,Side By Side Community School,Creative / Aesthetic,2010-11,20,0,30,70
128,Simsbury School District,1,Central School,Creative / Aesthetic,2010-11,50,4,10,86
128,Simsbury School District,6,Latimer Lane School,Creative / Aesthetic,2010-11,52,1.9,5.8,92.3
128,Simsbury School District,7,Squadron Line School,Creative / Aesthetic,2010-11,74,0,4.1,95.9
128,Simsbury School District,3,Tariffville School,Creative / Aesthetic,2010-11,31,3.2,3.2,93.5
128,Simsbury School District,4,Tootin' Hills School,Creative / Aesthetic,2010-11,34,8.8,23.5,67.6
129,Somers School District,4,Somers Elementary School,Creative / Aesthetic,2010-11,100,2,25,73
132,South Windsor School District,7,Eli Terry School,Creative / Aesthetic,2010-11,44,0,2.3,97.7
132,South Windsor School District,6,Orchard Hill School,Creative / Aesthetic,2010-11,39,0,33.3,66.7
132,South Windsor School District,1,Philip R. Smith School,Creative / Aesthetic,2010-11,44,0,18.2,81.8
132,South Windsor School District,2,Pleasant Valley School,Creative / Aesthetic,2010-11,66,1.5,13.6,84.8
132,South Windsor School District,4,Wapping Elementary School,Creative / Aesthetic,2010-11,34,82.4,14.7,2.9
131,Southington School District,15,Derynoski Elementary School,Creative / Aesthetic,2010-11,104,1,99,0
131,Southington School District,13,Flanders School,Creative / Aesthetic,2010-11,41,2.4,65.9,31.7
131,Southington School District,2,Hatton School,Creative / Aesthetic,2010-11,58,8.6,89.7,1.7
131,Southington School District,6,Plantsville School at North Center,Creative / Aesthetic,2010-11,53,3.8,43.4,52.8
131,Southington School District,7,South End School,Creative / Aesthetic,2010-11,35,0,5.7,94.3
131,Southington School District,8,Strong School,Creative / Aesthetic,2010-11,55,1.8,90.9,7.3
131,Southington School District,9,Thalberg School,Creative / Aesthetic,2010-11,70,12.9,45.7,41.4
131,Southington School District,14,Urbin T. Kelley School,Creative / Aesthetic,2010-11,62,9.7,87.1,3.2
133,Sprague School District,1,Sayles School,Creative / Aesthetic,2010-11,40,42.5,32.5,25
134,Stafford School District,3,Staffordville School,Creative / Aesthetic,2010-11,64,1.6,26.6,71.9
134,Stafford School District,4,West Stafford School,Creative / Aesthetic,2010-11,60,0,20,80
135,Stamford School District,20,Davenport Ridge School,Creative / Aesthetic,2010-11,98,8.2,51,40.8
135,Stamford School District,22,Hart School,Creative / Aesthetic,2010-11,100,19,61,20
135,Stamford School District,12,Julia A. Stark School,Creative / Aesthetic,2010-11,93,1.1,18.3,80.6
135,Stamford School District,5,K. T. Murphy School,Creative / Aesthetic,2010-11,105,1,11.4,87.6
135,Stamford School District,6,Newfield School,Creative / Aesthetic,2010-11,117,7.7,38.5,53.8
135,Stamford School District,18,Northeast School,Creative / Aesthetic,2010-11,112,2.7,30.4,67
135,Stamford School District,8,Rogers International School,Creative / Aesthetic,2010-11,94,5.3,28.7,66
135,Stamford School District,9,Roxbury School,Creative / Aesthetic,2010-11,111,4.5,31.5,64
135,Stamford School District,11,Springdale School,Creative / Aesthetic,2010-11,116,6,19,75
135,Stamford School District,21,Stillmeadow School,Creative / Aesthetic,2010-11,117,11.1,46.2,42.7
135,Stamford School District,19,Toquam Magnet School,Creative / Aesthetic,2010-11,91,12.1,46.2,41.8
135,Stamford School District,14,Westover School,Creative / Aesthetic,2010-11,128,13.3,37.5,49.2
136,Sterling School District,3,Sterling Community School,Creative / Aesthetic,2010-11,53,1.9,32.1,66
137,Stonington School District,5,Deans Mill School,Creative / Aesthetic,2010-11,78,5.1,66.7,28.2
137,Stonington School District,6,West Vine Street School,Creative / Aesthetic,2010-11,71,9.9,76.1,14.1
138,Stratford School District,3,Chapel School,Creative / Aesthetic,2010-11,90,7.8,25.6,66.7
138,Stratford School District,13,Eli Whitney School,Creative / Aesthetic,2010-11,40,2.5,27.5,70
138,Stratford School District,4,Franklin School,Creative / Aesthetic,2010-11,38,10.5,44.7,44.7
138,Stratford School District,8,Lordship School,Creative / Aesthetic,2010-11,40,0,10,90
138,Stratford School District,9,Nichols School,Creative / Aesthetic,2010-11,58,17.2,75.9,6.9
138,Stratford School District,10,Second Hill Lane School,Creative / Aesthetic,2010-11,82,8.5,34.1,57.3
138,Stratford School District,16,Stratford Academy - Honeyspot House,Creative / Aesthetic,2010-11,76,6.6,18.4,75
138,Stratford School District,14,Wilcoxson School,Creative / Aesthetic,2010-11,37,2.7,8.1,89.2
139,Suffield School District,4,A. Ward Spaulding School,Creative / Aesthetic,2010-11,117,0.9,65,34.2
140,Thomaston School District,1,Black Rock School,Creative / Aesthetic,2010-11,70,2.9,22.9,74.3
141,Thompson School District,1,Mary R. Fisher Elementary School,Creative / Aesthetic,2010-11,87,12.6,50.6,36.8
142,Tolland School District,1,Birch Grove Primary School,Creative / Aesthetic,2010-11,191,5.2,33,61.8
143,Torrington School District,1,East School,Creative / Aesthetic,2010-11,58,0,19,81
143,Torrington School District,2,Forbes School,Creative / Aesthetic,2010-11,80,2.5,28.8,68.8
143,Torrington School District,8,Southwest School,Creative / Aesthetic,2010-11,52,5.8,17.3,76.9
143,Torrington School District,9,Torringford School,Creative / Aesthetic,2010-11,132,6.8,44.7,48.5
143,Torrington School District,13,Vogel-Wetmore School,Creative / Aesthetic,2010-11,71,35.2,57.7,7
144,Trumbull School District,1,Booth Hill School,Creative / Aesthetic,2010-11,75,8,66.7,25.3
144,Trumbull School District,8,Daniels Farm School,Creative / Aesthetic,2010-11,57,0,3.5,96.5
144,Trumbull School District,10,Frenchtown Elementary School,Creative / Aesthetic,2010-11,88,9.1,26.1,64.8
144,Trumbull School District,4,Jane Ryan School,Creative / Aesthetic,2010-11,55,1.8,1.8,96.4
144,Trumbull School District,3,Middlebrook School,Creative / Aesthetic,2010-11,76,1.3,14.5,84.2
144,Trumbull School District,9,Tashua School,Creative / Aesthetic,2010-11,51,5.9,45.1,49
145,Union School District,1,Union Elementary School,Creative / Aesthetic,2010-11,7,14.3,57.1,28.6
